1_libra_srs-uji1,0.315328639,0.211879304,0.265760021,0,0,0,0,0.251473831,0,0.159558131,0,0.083823658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0.315328639,0.164489357,0.206318853,0,0,0.080898075,0.06430582,0.195227981,0.073581825,0.193842968,0.065075254,0.065075254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0.211879304,0.164489357,0.393162759,0,0,0.272906084,0,0.672703572,0,0,0,0.124007894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0.265760021,0.206318853,0.393162759,0,0,0,0,0.466634273,0,0,0,0.505714356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0,0,0,0,0.160503188,0.153430519,0.121961806,0.169042852,0.139554589,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0,0,0,0,0.160503188,0.173725174,0.75987155,0.191402591,0.158013839,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0,0.080898075,0.272906084,0,0.153430519,0.173725174,0.264017634,0.506873191,0.642160043,0.143641289,0.133588334,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0,0.06430582,0,0,0.121961806,0.75987155,0.264017634,0.145441384,0.240140441,0.114180354,0.106189268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0.251473831,0.195227981,0.672703572,0.466634273,0.169042852,0.191402591,0.506873191,0.145441384,0.166421056,0,0,0.147181625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0,0.073581825,0,0,0.139554589,0.158013839,0.642160043,0.240140441,0.166421056,0.130650676,0.121506889,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_libra_srs-uji1,0.159558131,0.193842968,0,0,0,0,0.143641289,0.114180354,0,0.130650676,0.375674588,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
