11_5hlmnSRS_uji11;65;47;0.2884
1_libra_srs-uji1;13;7;1.0
24_srsv6-uji24;24;11;0.7778
18_SoftwareRequirementsSpecification-uji18;86;39;0.3795
7_16hlmnExemplu_cerinte_software -uji7.doc;6;3;1.0
12_15hlmnSRS4.0_uji12;106;59;0.3051
4.argos_urd-uji4;39;22;0.1851
13_T1-Req-uji13;64;32;0.2
15_bpms-uji15;17;5;0.4333
2_SRS_sample V1.2;17;9;0.4516
14_yh-rr-ss-jw1-uji14;33;14;1.0
;;average;0.5473454545454546
